56,017,438,213
56,007,534,250
56,011,384,218
56,015,497,251
57,029,656,312
57,007,530,249
57,011,384,216
57,015,493,250
58,029,649,308
58,007,524,247
58,011,384,215
58,015,488,248
59,029,645,305
59,007,520,246
59,011,383,215
59,015,486,247
60,029,642,303
60,007,516,244
60,011,381,215
60,015,484,246
61,029,636,300
61,007,510,240
61,011,378,215
61,015,480,242
61,030,399,216
62,029,633,295
62,007,507,237
62,011,374,215
62,015,478,240
62,030,398,215
63,029,630,293
63,007,505,236
63,011,370,215
63,015,477,239
63,030,398,215
64,029,628,292
64,007,503,235
64,011,365,215
64,015,475,238
64,030,398,214
65,029,623,289
65,007,498,233
65,011,354,214
65,015,470,236
65,030,398,213
65,031,344,199
66,029,620,285
66,007,495,231
66,015,467,235
66,030,398,213
66,031,339,199
67,029,618,282
67,007,492,230
67,015,464,234
67,030,398,213
67,031,333,198
68,029,616,280
68,007,489,229
68,015,462,233
68,030,397,212
68,031,328,198
69,029,610,276
69,007,485,226
69,015,460,231
69,030,397,212
69,031,319,198
70,029,608,274
70,007,482,224
70,015,459,230
70,030,397,212
70,031,316,197
71,029,607,270
71,007,481,222
71,015,458,229
71,030,397,211
71,031,311,197
72,029,604,267
72,007,480,220
72,015,456,228
72,030,397,210
72,031,305,197
73,029,599,266
73,007,479,219
73,015,454,228
73,030,386,219
73,031,297,197
74,029,597,263
74,007,478,218
74,015,453,227
74,030,385,217
74,031,294,197
75,029,595,260
75,007,477,217
75,015,452,225
75,030,384,216
75,031,290,197
76,029,592,254
76,007,476,215
76,015,451,223
76,030,384,216
76,031,286,197
77,029,591,253
77,007,475,215
77,015,450,222
77,030,384,216
77,031,284,196
78,029,590,252
78,007,474,213
78,015,449,221
78,030,383,216
78,031,283,196
79,029,588,247
79,007,475,209
79,015,449,220
79,030,383,216
79,031,281,196
80,029,587,244
80,007,474,206
80,015,448,219
80,030,383,215
80,031,281,196
81,029,586,242
81,007,474,203
81,015,448,218
81,030,383,215
81,031,281,195
82,029,585,241
82,007,475,202
82,015,448,217
82,030,383,214
82,031,281,195
83,029,583,237
83,007,475,201
83,015,448,216
83,030,383,213
83,031,284,196
84,029,581,233
84,007,475,198
84,015,447,215
84,030,383,212
84,031,284,196
85,029,580,231
85,007,475,196
85,015,447,213
85,030,382,211
85,031,285,196
86,029,580,229
86,007,476,193
86,015,447,212
86,030,383,210
86,031,287,196
87,029,580,227
87,007,477,192
87,015,447,212
87,030,383,210
87,031,289,196
88,029,580,224
88,007,478,191
88,015,447,211
88,030,383,210
88,031,292,196
89,029,582,221
89,007,481,186
89,015,447,210
89,030,383,210
89,031,297,196
90,029,582,220
90,007,482,185
90,015,447,210
90,030,383,210
90,031,299,196
91,029,582,219
91,007,483,185
91,015,447,210
91,030,383,210
91,031,303,195
92,029,582,218
92,007,484,185
92,015,447,210
92,030,384,209
92,031,304,195
92,032,308,224
93,029,586,213
93,007,487,181
93,015,446,209
93,030,386,209
93,033,586,213
93,032,313,224
94,029,587,212
94,007,489,180
94,034,587,212
94,030,386,209
94,032,315,224
95,035,588,211
95,007,491,180
95,034,588,211
95,030,386,208
95,032,317,223
96,036,589,210
96,007,494,180
96,034,589,210
96,030,386,207
96,032,321,223
97,037,593,205
97,007,500,177
97,034,593,205
97,030,386,207
97,032,327,223
98,038,594,204
98,007,502,175
98,034,594,204
98,030,386,207
98,032,331,223
99,039,594,203
99,007,504,174
99,034,594,203
99,030,397,215
99,032,335,223
100,040,596,200
100,007,507,173
100,034,596,200
100,030,396,215
100,032,343,222
101,040,597,198
101,007,508,172
101,041,597,198
101,030,396,214
101,032,346,221
101,042,522,181
102,043,597,197
102,007,509,168
102,041,597,197
102,030,396,214
102,032,350,220
102,042,523,179
103,044,598,196
103,007,510,167
103,041,598,196
103,030,397,213
103,032,355,220
103,042,524,178
104,044,600,194
104,007,513,166
104,045,600,194
104,032,365,219
104,042,528,177
105,044,601,193
105,007,515,166
105,046,601,193
105,042,529,176
106,047,603,192
106,007,522,165
106,046,603,192
106,042,534,174
107,048,603,191
107,007,525,164
107,046,603,191
107,042,536,173
108,049,603,190
108,007,528,163
108,046,603,190
108,042,538,172
109,050,603,189
109,007,532,162
109,046,603,189
109,042,542,172
110,050,603,188
110,007,535,161
110,051,603,188
110,042,544,171
110,052,390,232
111,053,537,160
111,007,537,160
111,042,546,170
111,052,388,232
112,053,539,159
112,054,539,159
112,042,548,168
112,052,387,232
112,055,630,175
113,056,541,158
113,054,541,158
113,042,550,167
113,052,385,232
113,055,630,174
114,056,545,157
114,057,545,157
114,042,554,167
114,052,385,231
114,055,632,173
114,058,456,235
115,056,548,156
115,042,557,167
115,052,385,231
115,055,632,172
115,058,469,245
116,056,551,155
116,042,560,166
116,052,386,231
116,055,632,171
116,058,472,245
116,059,644,168
116,060,746,266
117,056,554,154
117,042,563,164
117,052,386,231
117,058,477,245
117,059,644,166
117,060,743,265
118,056,559,153
118,042,568,162
118,052,386,231
118,058,490,244
118,059,648,164
118,060,726,258
119,056,561,153
119,042,570,162
119,052,386,231
119,058,495,244
119,059,649,163
119,060,720,256
120,056,562,152
120,042,572,161
120,052,386,230
120,058,499,244
120,059,650,162
120,060,715,255
121,056,567,148
121,042,576,158
121,052,385,230
121,058,513,245
121,059,653,160
121,060,708,254
121,061,527,255
122,056,569,147
122,042,579,157
122,052,385,230
122,058,518,245
122,059,655,159
122,060,703,253
122,061,532,255
123,056,574,147
123,042,582,157
123,052,388,229
123,058,532,247
123,060,687,251
123,061,542,257
124,056,577,146
124,042,584,157
124,052,389,228
124,058,539,247
124,060,680,250
124,061,548,257
125,056,580,145
125,042,587,156
125,052,389,228
125,058,548,247
125,060,673,249
125,061,555,257
126,056,582,144
126,042,589,154
126,052,389,227
126,058,553,247
126,060,666,247
126,061,560,257
127,056,584,143
127,042,590,153
127,052,389,226
127,058,558,248
127,060,659,246
127,061,565,256
128,056,587,142
128,042,594,152
128,052,389,226
128,060,646,240
128,061,579,255
129,056,589,141
129,042,595,151
129,052,389,226
129,060,640,239
129,061,586,254
130,056,590,140
130,042,596,150
130,052,389,226
130,060,634,238
130,061,591,255
131,056,592,138
131,042,598,148
131,052,388,227
131,060,617,232
131,061,603,256
132,056,593,137
132,042,599,148
132,052,387,227
132,060,622,231
132,061,609,257
133,056,593,137
133,042,600,147
133,052,386,227
133,060,615,231
133,061,612,264
133,062,595,242
133,063,631,265
134,056,594,137
134,042,600,146
134,052,385,227
134,060,609,230
134,061,610,264
134,062,589,241
134,063,635,266
135,056,594,137
135,042,602,145
135,052,384,227
135,060,602,229
135,064,594,137
135,062,584,240
135,063,640,265
136,065,593,136
136,042,602,144
136,052,384,227
136,060,597,225
136,064,593,136
136,062,579,237
136,063,646,263
137,066,602,143
137,042,602,143
137,052,385,227
137,060,591,224
137,062,573,236
137,063,653,263
138,067,604,142
138,042,604,142
138,052,387,227
138,060,577,223
138,062,560,233
138,063,666,262
139,068,604,141
139,042,604,141
139,052,387,227
139,060,568,222
139,062,553,233
139,063,671,262
140,069,604,140
140,042,604,140
140,052,387,227
140,060,561,221
140,062,547,232
140,063,676,262
141,070,604,139
141,042,604,139
141,052,387,227
141,060,549,221
141,062,537,231
141,063,681,262
142,071,387,227
142,072,387,227
142,052,387,227
142,060,542,220
142,062,531,230
142,063,675,262
142,073,630,125
143,071,387,227
143,074,387,227
143,075,387,227
143,060,535,219
143,062,524,230
143,063,669,261
143,073,629,124
144,076,387,228
144,077,387,228
144,075,387,228
144,060,524,216
144,062,512,227
144,063,656,258
144,073,630,123
144,078,730,263
145,079,386,228
145,080,386,228
145,075,386,228
145,060,517,216
145,062,507,226
145,063,650,257
145,073,630,122
145,078,734,263
145,081,649,128
146,079,386,228
146,082,386,228
146,083,386,228
146,060,510,215
146,062,500,226
146,063,644,255
146,078,736,263
146,081,649,127
147,079,385,228
147,084,385,228
147,085,385,228
147,060,498,213
147,062,488,225
147,063,631,252
147,078,738,263
147,081,649,126
148,079,385,228
148,086,385,228
148,087,385,228
148,060,493,212
148,062,483,223
148,063,625,250
148,078,739,263
148,081,649,125
149,088,386,228
149,089,386,228
149,087,386,228
149,060,485,211
149,062,477,223
149,063,620,249
149,078,740,263
149,081,649,124
149,090,446,225
150,088,388,228
150,091,388,228
150,060,472,207
150,062,460,217
150,063,605,248
150,078,740,262
150,081,649,123
150,090,446,225
151,092,389,228
151,091,389,228
151,060,468,206
151,062,458,217
151,063,599,246
151,078,740,261
151,081,649,122
151,090,445,225
152,093,390,227
152,091,390,227
152,060,467,206
152,062,457,217
152,063,593,245
152,078,740,260
152,081,649,121
152,090,444,223
153,093,394,228
153,094,394,228
153,060,469,206
153,062,457,217
153,063,581,244
153,078,739,259
153,081,650,120
153,090,444,223
153,095,590,270
154,096,395,228
154,094,395,228
154,060,469,206
154,062,457,217
154,063,575,243
154,078,738,258
154,081,650,119
154,090,443,223
154,095,583,269
155,097,397,227
155,094,397,227
155,060,470,207
155,062,457,217
155,063,570,242
155,078,738,258
155,081,650,119
155,090,443,223
155,095,576,268
156,098,396,226
156,094,396,226
156,060,473,207
156,062,458,217
156,063,559,242
156,078,738,257
156,081,651,119
156,090,444,223
156,095,565,267
157,099,392,226
157,094,392,226
157,060,474,207
157,062,458,216
157,063,553,242
157,078,738,256
157,081,651,119
157,090,444,221
157,095,559,267
158,100,383,225
158,094,383,225
158,060,479,207
158,062,459,216
158,063,539,241
158,078,737,255
158,081,652,118
158,090,444,220
158,095,545,266
159,100,377,225
159,101,377,225
159,060,483,207
159,062,460,216
159,063,533,240
159,102,377,225
159,081,652,117
159,090,444,220
159,095,540,266
160,100,372,224
160,103,372,224
160,060,486,206
160,062,461,216
160,063,527,239
160,104,372,224
160,081,652,116
160,090,444,220
161,100,358,221
161,105,358,221
161,060,494,205
161,062,461,215
161,063,514,239
161,106,358,221
161,081,653,115
162,100,352,220
162,107,352,220
162,060,496,204
162,062,461,215
162,063,509,238
162,108,352,220
162,081,653,115
163,109,346,220
163,110,346,220
163,060,497,204
163,062,461,215
163,063,506,238
163,108,346,220
163,081,653,115
163,111,677,140
164,109,341,219
164,112,341,219
164,060,498,204
164,062,461,215
164,063,505,238
164,113,341,219
164,081,653,115
164,111,677,140
165,114,337,218
165,115,337,218
165,060,498,204
165,062,461,214
165,063,503,239
165,113,337,218
165,081,652,114
165,111,676,139
165,116,457,250
166,114,324,218
166,117,324,218
166,062,461,214
166,063,511,239
166,081,651,113
166,111,676,138
166,116,458,250
167,114,319,218
167,062,460,214
167,063,515,239
167,081,650,113
167,111,676,138
167,116,457,249
168,114,314,217
168,062,459,213
168,063,518,239
168,081,649,113
168,111,675,137
168,116,455,248
169,114,304,216
169,062,458,212
169,063,526,241
169,081,647,112
169,111,674,136
169,116,453,247
170,114,299,216
170,062,457,211
170,063,531,241
170,081,646,111
170,111,673,135
170,116,450,245
171,114,293,215
171,062,456,211
171,063,537,241
171,081,645,109
171,111,672,134
171,116,448,244
171,118,468,253
172,114,288,214
172,062,455,211
172,063,545,239
172,081,643,108
172,111,671,133
172,116,445,243
172,118,468,252
173,114,282,214
173,062,454,211
173,063,549,239
173,081,641,108
173,111,670,132
173,116,443,242
173,118,468,252
173,119,438,298
174,114,277,214
174,062,453,211
174,063,552,239
174,081,640,108
174,111,669,131
174,116,441,241
174,118,481,253
174,119,436,297
175,114,265,211
175,062,452,211
175,063,561,241
175,081,638,107
175,111,669,131
175,116,440,241
175,118,485,253
175,119,426,296
176,114,260,211
176,062,451,211
176,063,565,241
176,081,637,107
176,111,669,130
176,116,439,240
176,118,490,253
176,119,424,295
177,114,254,211
177,062,450,210
177,063,569,240
177,081,636,107
177,111,669,129
177,116,437,239
177,118,494,254
177,119,421,294
177,120,408,255
178,114,247,208
178,063,577,242
178,081,636,107
178,111,669,129
178,118,501,257
178,120,400,256
179,114,241,208
179,063,582,244
179,081,635,107
179,118,505,257
179,120,394,255
180,114,236,208
180,063,589,244
180,081,634,107
180,118,509,257
180,120,388,255
180,121,605,155
181,114,226,208
181,063,600,243
181,118,519,260
181,120,375,254
181,121,601,155
182,114,223,207
182,063,604,242
182,118,521,259
182,120,368,254
182,121,599,154
183,114,218,206
183,063,607,243
183,118,525,258
183,120,362,254
183,121,597,153
184,114,208,205
184,063,617,245
184,118,533,261
184,120,351,252
184,121,593,153
185,114,206,204
185,063,623,245
185,118,537,263
185,120,344,253
185,121,591,153
186,114,201,203
186,063,628,244
186,118,540,263
186,120,338,253
186,121,589,153
187,114,188,202
187,063,639,243
187,118,549,266
187,120,327,252
187,121,584,152
188,114,183,202
188,063,645,244
188,118,553,268
188,120,320,250
188,121,582,151
188,122,568,166
189,114,175,201
189,063,656,244
189,118,560,269
189,120,308,249
189,122,562,166
190,114,171,200
190,063,658,243
190,118,562,270
190,120,303,248
190,122,558,166
191,114,168,199
191,063,661,243
191,118,565,272
191,120,298,245
191,122,556,166
192,114,166,199
192,063,664,243
192,118,569,275
192,120,293,244
192,122,553,166
193,114,165,198
193,063,670,245
193,118,577,275
193,120,285,243
193,122,546,166
194,114,165,198
194,063,673,245
194,118,581,278
194,120,281,243
194,122,541,165
195,063,676,245
195,118,586,280
195,120,276,242
195,122,538,165
196,123,595,283
196,118,595,283
196,120,263,237
196,122,532,164
196,124,526,175
197,123,599,284
197,125,599,284
197,120,257,234
197,124,524,175
198,126,603,287
198,125,603,287
198,120,252,233
198,124,521,175
199,126,614,290
199,127,614,290
199,120,244,232
199,124,511,176
199,128,711,294
200,129,619,289
200,127,619,289
200,120,239,231
200,124,508,176
200,128,713,295
201,130,624,290
201,127,624,290
201,120,235,231
201,124,503,175
201,128,716,296
202,130,636,295
202,131,636,295
202,120,224,229
202,124,495,176
202,128,719,298
202,132,086,182
203,130,640,296
203,120,219,228
203,124,490,175
203,128,731,305
203,132,083,181
204,130,644,295
204,120,214,226
204,124,484,175
204,128,734,306
204,132,079,180
205,130,650,301
205,120,204,224
205,124,477,174
205,128,741,311
205,132,071,178
206,130,653,304
206,120,200,224
206,124,473,174
206,128,744,312
206,132,067,177
207,130,656,306
207,120,195,224
207,124,469,174
207,128,746,313
207,132,063,176
208,130,659,308
208,120,185,223
208,124,463,173
208,128,752,317
208,132,057,175
208,133,749,325
209,130,660,310
209,120,180,223
209,124,461,173
209,132,054,175
209,133,752,327
210,130,661,312
210,120,174,222
210,124,458,173
210,132,051,174
210,133,756,328
211,130,663,314
211,120,164,218
211,124,453,175
211,132,045,172
211,133,760,330
212,130,662,314
212,120,160,217
212,124,452,175
212,132,042,171
212,133,761,330
213,130,660,315
213,120,156,217
213,132,040,170
213,133,762,330
214,130,650,316
214,120,147,217
214,132,036,169
214,133,761,330
215,130,644,315
215,120,142,216
215,132,034,168
215,133,760,329
215,134,411,197
216,130,639,314
216,120,136,215
216,132,033,168
216,133,760,328
216,134,408,196
217,130,633,314
217,120,130,215
217,132,031,168
217,133,759,326
217,134,406,195
218,130,626,314
218,120,126,214
218,132,029,168
218,133,759,325
218,134,403,195
219,130,610,313
219,120,117,212
219,132,027,168
219,133,758,324
219,134,397,195
220,130,604,311
220,120,112,212
220,132,026,167
220,133,753,323
220,134,393,194
220,135,381,198
221,130,597,309
221,120,107,211
221,132,025,166
221,133,747,324
221,136,597,309
221,135,376,198
222,137,590,307
222,120,103,211
222,132,024,165
222,133,741,322
222,136,590,307
222,135,370,198
223,137,576,302
223,120,095,212
223,138,576,302
223,133,743,322
223,135,361,199
224,139,571,298
224,120,089,212
224,138,571,298
224,133,739,320
224,135,355,198
225,140,565,296
225,120,084,211
225,138,565,296
225,133,733,319
225,135,349,198
226,141,553,294
226,120,076,210
226,138,553,294
226,133,720,315
226,135,338,198
227,142,548,290
227,120,072,209
227,138,548,290
227,133,715,312
227,135,333,198
228,143,543,287
228,120,068,208
228,138,543,287
228,133,710,311
228,135,329,197
229,144,539,285
229,120,064,206
229,138,539,285
229,133,705,311
229,135,323,197
230,144,529,282
230,120,059,205
230,145,529,282
230,133,703,310
230,135,313,196
230,146,698,257
231,147,524,278
231,120,057,205
231,145,524,278
231,133,700,309
231,135,309,195
231,146,694,256
232,148,519,274
232,120,055,205
232,145,519,274
232,133,696,308
232,135,305,194
232,146,688,254
233,149,509,271
233,120,052,203
233,145,509,271
233,133,691,307
233,135,294,194
233,146,679,252
234,150,503,270
234,120,051,203
234,145,503,270
234,133,689,305
234,135,289,193
234,146,675,251
235,151,497,268
235,120,050,203
235,145,497,268
235,133,687,305
235,135,285,193
235,146,670,249
236,152,486,263
236,120,049,202
236,145,486,263
236,133,684,304
236,135,279,192
236,146,658,245
237,153,481,262
237,120,049,202
237,145,481,262
237,133,683,303
237,135,274,192
237,146,652,243
238,154,477,261
238,120,049,202
238,145,477,261
238,133,680,301
238,135,269,192
238,146,647,243
239,154,472,258
239,155,472,258
239,133,677,300
239,135,264,190
239,146,641,242
240,156,467,255
240,155,467,255
240,133,673,299
240,135,259,189
240,146,635,240
241,157,462,253
241,155,462,253
241,133,668,298
241,135,255,188
241,146,630,238
242,158,450,252
242,155,450,252
242,133,656,293
242,135,248,187
242,146,621,237
243,159,444,249
243,155,444,249
243,133,651,290
243,135,243,186
243,146,616,236
244,160,441,248
244,155,441,248
244,133,647,289
244,135,239,186
244,146,609,234
245,161,438,247
245,155,438,247
245,133,644,288
245,135,235,185
245,146,604,232
246,162,438,247
246,155,438,247
246,133,638,284
246,135,229,184
246,146,596,229
247,163,437,247
247,155,437,247
247,133,635,282
247,135,225,184
247,146,590,228
248,164,630,280
248,165,630,280
248,133,630,280
248,135,221,184
248,146,584,227
249,164,625,279
249,166,625,279
249,167,625,279
249,135,217,183
249,146,577,226
250,164,619,279
250,168,619,279
250,169,619,279
250,135,213,181
250,146,572,224
251,164,606,276
251,170,606,276
251,171,606,276
251,135,208,181
251,146,562,223
252,164,601,274
252,172,601,274
252,173,601,274
252,135,205,181
252,146,556,222
253,164,597,272
253,174,597,272
253,175,597,272
253,135,201,180
253,146,551,221
254,164,589,270
254,176,589,270
254,177,589,270
254,135,196,179
254,146,544,220
255,164,585,268
255,178,585,268
255,179,585,268
255,135,193,178
255,146,539,220
256,180,581,265
256,181,581,265
256,179,581,265
256,135,190,177
256,146,533,219
256,182,529,217
257,180,577,263
257,183,577,263
257,184,577,263
257,135,186,177
257,182,523,216
258,180,568,262
258,185,568,262
258,186,568,262
258,135,181,175
258,182,515,216
259,180,562,262
259,187,562,262
259,188,562,262
259,135,179,174
259,182,509,216
260,180,555,262
260,189,555,262
260,190,555,262
260,135,177,173
260,182,503,216
261,180,543,260
261,191,543,260
261,192,543,260
261,135,172,173
261,182,496,215
262,180,538,259
262,193,538,259
262,194,538,259
262,135,169,172
262,182,491,215
263,180,528,258
263,195,528,258
263,196,528,258
263,135,164,170
263,182,481,214
264,180,524,257
264,197,524,257
264,198,524,257
264,135,162,170
264,182,475,213
265,180,519,255
265,199,519,255
265,200,519,255
265,135,158,169
265,182,471,213
266,180,514,253
266,201,514,253
266,202,514,253
266,135,154,169
266,182,468,212
267,180,505,251
267,203,505,251
267,204,505,251
267,135,149,167
267,182,461,211
268,205,499,251
268,206,499,251
268,204,499,251
268,135,146,166
268,182,458,211
268,207,047,203
269,205,493,251
269,208,493,251
269,209,493,251
269,135,144,165
269,182,455,209
269,207,046,203
270,205,481,247
270,210,481,247
270,135,139,165
270,182,451,208
270,207,044,202
271,211,476,245
271,210,476,245
271,135,137,165
271,182,449,208
271,207,043,202
272,212,472,244
272,210,472,244
272,135,135,165
272,182,447,208
272,207,042,202
273,213,467,243
273,210,467,243
273,135,133,165
273,182,446,207
273,207,041,202
274,214,459,241
274,210,459,241
274,135,130,165
274,182,445,206
274,207,039,202
275,215,455,239
275,210,455,239
275,135,128,165
275,182,444,205
275,207,038,201
276,215,448,237
276,216,448,237
276,135,126,165
276,182,443,205
276,207,035,201
276,217,289,238
277,218,445,236
277,216,445,236
277,135,126,164
277,182,442,205
277,207,033,201
277,217,288,237
278,218,444,235
278,219,444,235
278,135,125,164
278,182,441,205
278,207,031,201
278,217,287,236
278,220,396,197
279,221,443,234
279,219,443,234
279,135,124,163
279,182,440,204
279,207,028,201
279,217,286,234
279,220,387,196
280,222,442,234
280,219,442,234
280,135,123,163
280,182,439,204
280,207,027,201
280,217,285,233
280,220,383,196
281,223,441,234
281,219,441,234
281,135,123,163
281,182,438,204
281,207,026,200
281,217,283,232
281,220,378,195
282,224,123,163
282,135,123,163
282,182,437,204
282,207,025,200
282,217,282,231
282,220,373,195
283,225,127,163
283,135,127,163
283,182,436,203
283,207,024,200
283,217,281,229
283,220,364,194
284,226,130,164
284,135,130,164
284,182,435,203
284,207,023,199
284,217,280,228
284,220,361,193
285,226,132,164
285,227,132,164
285,207,022,197
285,217,279,227
285,220,356,193
286,228,135,164
286,227,135,164
286,207,021,196
286,217,278,225
286,220,346,192
287,229,137,165
287,227,137,165
287,207,021,195
287,217,277,224
287,220,342,192
288,230,140,166
288,227,140,166
288,207,021,195
288,217,277,222
288,220,338,191
289,230,145,165
289,231,145,165
289,207,022,193
289,217,277,221
289,220,329,190
289,232,393,272
290,230,147,164
290,233,147,164
290,207,023,192
290,217,277,220
291,234,150,164
291,233,150,164
291,207,024,191
291,217,277,219
292,235,156,166
292,233,156,166
292,207,025,190
292,217,279,217
293,236,158,165
293,233,158,165
293,207,026,189
293,217,279,216
294,236,160,164
294,237,160,164
294,217,279,215
295,238,166,164
295,237,166,164
295,217,282,213
296,239,169,164
296,237,169,164
296,217,282,212
297,240,173,164
297,237,173,164
297,217,280,212
298,241,176,163
298,237,176,163
298,217,277,212
299,241,179,162
299,242,179,162
299,217,274,211
299,243,338,258
300,244,187,162
300,242,187,162
300,217,265,211
300,243,332,253
301,245,192,162
301,242,192,162
301,217,260,210
301,243,330,253
302,246,195,161
302,242,195,161
302,217,257,210
302,243,327,251
303,247,198,160
303,242,198,160
303,217,255,210
303,243,324,250
304,248,205,161
304,242,205,161
304,217,246,208
304,243,318,249
305,249,207,160
305,242,207,160
305,217,240,208
305,243,314,248
306,249,207,159
306,250,207,159
306,217,244,209
306,243,310,248
306,251,595,197
307,252,205,159
307,250,205,159
307,217,247,209
307,243,306,248
307,251,595,196
308,253,203,158
308,250,203,158
308,217,250,209
308,243,301,247
308,251,595,196
309,254,200,157
309,250,200,157
309,217,253,209
309,243,297,246
309,251,595,196
310,255,196,157
310,250,196,157
310,217,262,208
310,243,292,245
310,251,595,198
311,256,194,158
311,250,194,158
311,217,265,207
311,243,290,244
311,251,594,198
312,256,192,158
312,257,192,158
312,217,268,206
312,243,289,243
312,251,593,197
312,258,375,182
312,259,632,211
313,260,189,157
313,257,189,157
313,217,275,206
313,243,285,242
313,251,593,197
313,258,384,180
313,259,632,211
314,261,189,156
314,257,189,156
314,217,278,204
314,243,284,241
314,251,593,197
314,258,388,179
314,259,631,212
315,262,189,157
315,257,189,157
315,217,280,203
315,243,283,241
315,251,593,197
315,258,392,178
315,259,631,213
316,263,193,156
316,257,193,156
316,217,286,202
316,243,279,241
316,251,595,197
316,258,401,177
316,259,631,215
317,263,193,156
317,264,193,156
317,217,287,201
317,243,278,240
317,251,595,197
317,258,403,177
317,259,631,216
317,265,196,198
318,266,196,156
318,264,196,156
318,217,290,202
318,243,277,240
318,251,595,197
318,258,405,177
318,259,631,216
318,265,197,198
319,267,198,156
319,264,198,156
319,217,294,202
319,243,276,240
319,251,596,197
319,258,407,177
319,259,631,216
319,265,199,197
320,267,201,157
320,268,201,157
320,217,296,201
320,243,275,240
320,258,407,176
320,259,632,218
320,265,204,196
321,267,203,157
321,269,203,157
321,217,297,200
321,243,275,240
321,259,643,223
321,265,207,195
322,270,297,200
322,271,297,200
322,217,297,200
322,243,275,240
322,259,644,223
322,265,210,195
323,270,296,199
323,272,296,199
323,273,296,199
323,243,275,240
323,259,644,223
323,265,212,195
324,274,278,240
324,275,278,240
324,243,278,240
324,259,644,225
324,265,220,195
325,274,279,240
325,276,279,240
325,277,279,240
325,259,643,226
325,265,224,195
326,274,280,239
326,278,280,239
326,279,280,239
326,259,643,226
326,265,228,195
327,280,286,239
327,281,286,239
